route,source,destination,year,month,day,hour,minute,vessel_name,duration_minutes
3,Langdale,Horseshoe Bay,2017,02,14,10,25,Queen of Surrey,47
2,Departure Bay,Horseshoe Bay,2017,02,11,19,00,Queen of Cowichan,106
4,Swartz Bay,Fulford Harbour,2017,03,03,13,00,Skeena Queen,28
1,Swartz Bay,Tsawwassen,2017,04,06,09,00,Spirit of British Columbia,100
3,Langdale,Horseshoe Bay,2017,03,25,07,00,Island Sky,50
2,Departure Bay,Horseshoe Bay,2017,04,19,10,30,Queen of Cowichan,98
1,Swartz Bay,Tsawwassen,2017,03,09,19,00,Coastal Celebration,92
3,Horseshoe Bay,Langdale,2017,02,12,18,50,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,03,16,07,20,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,04,08,10,00,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2017,02,23,07,00,Coastal Celebration,92
3,Horseshoe Bay,Langdale,2017,04,06,07,20,Queen of Coquitlam,36
2,Departure Bay,Horseshoe Bay,2017,02,27,21,00,Queen of Oak Bay,96
8,Horseshoe Bay,Bowen Island,2017,03,28,15,30,Queen of Capilano,16
30,Duke Point,Tsawwassen,2017,03,02,12,45,Queen of Alberni,117
30,Tsawwassen,Duke Point,2017,03,17,10,15,Queen of Alberni,117
1,Swartz Bay,Tsawwassen,2017,03,31,17,00,Spirit of British Columbia,98
1,Tsawwassen,Swartz Bay,2017,04,25,19,00,Spirit of British Columbia,94
3,Langdale,Horseshoe Bay,2017,03,15,15,45,Queen of Coquitlam,39
30,Duke Point,Tsawwassen,2017,02,10,05,15,Coastal Inspiration,125
1,Tsawwassen,Swartz Bay,2017,03,03,19,00,Coastal Renaissance,92
3,Horseshoe Bay,Langdale,2017,03,27,14,35,Island Sky,79
3,Langdale,Horseshoe Bay,2017,02,17,07,20,Queen of Coquitlam,38
30,Duke Point,Tsawwassen,2017,04,20,22,45,Queen of Alberni,123
3,Horseshoe Bay,Langdale,2017,02,22,17,50,Queen of Surrey,40
3,Horseshoe Bay,Langdale,2017,02,14,08,20,Queen of Coquitlam,36
3,Langdale,Horseshoe Bay,2017,02,22,13,35,Queen of Coquitlam,35
2,Departure Bay,Horseshoe Bay,2017,02,10,06,30,Queen of Cowichan,96
8,Horseshoe Bay,Bowen Island,2017,04,10,16,30,Queen of Capilano,22
1,Tsawwassen,Swartz Bay,2017,04,30,07,00,Spirit of British Columbia,96
4,Swartz Bay,Fulford Harbour,2017,04,10,09,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2017,04,07,19,00,Skeena Queen,30
2,Horseshoe Bay,Departure Bay,2017,02,02,06,30,Queen of Oak Bay,98
1,Swartz Bay,Tsawwassen,2017,02,07,11,00,Coastal Celebration,94
3,Langdale,Horseshoe Bay,2017,03,17,07,20,Queen of Coquitlam,36
8,Horseshoe Bay,Bowen Island,2017,04,12,20,30,Queen of Capilano,18
1,Swartz Bay,Tsawwassen,2017,04,20,07,00,Spirit of Vancouver Island,86
2,Departure Bay,Horseshoe Bay,2017,03,11,21,00,Queen of Oak Bay,98
4,Swartz Bay,Fulford Harbour,2017,03,16,13,00,Skeena Queen,36
30,Duke Point,Tsawwassen,2017,02,22,20,15,Coastal Inspiration,121
2,Horseshoe Bay,Departure Bay,2017,04,28,06,30,Queen of Coquitlam,96
30,Duke Point,Tsawwassen,2017,04,16,20,15,Coastal Inspiration,129
1,Tsawwassen,Swartz Bay,2017,04,05,21,00,Coastal Renaissance,88
3,Langdale,Horseshoe Bay,2017,03,20,18,50,Queen of Coquitlam,116
3,Langdale,Horseshoe Bay,2017,04,05,20,10,Island Sky,44
2,Departure Bay,Horseshoe Bay,2017,02,04,06,30,Queen of Cowichan,100
2,Departure Bay,Horseshoe Bay,2017,03,28,15,00,Queen of Cowichan,99
3,Langdale,Horseshoe Bay,2017,03,16,09,25,Queen of Coquitlam,39
1,Swartz Bay,Tsawwassen,2017,04,12,19,00,Spirit of Vancouver Island,90
8,Horseshoe Bay,Bowen Island,2017,04,26,20,30,Queen of Capilano,22
3,Langdale,Horseshoe Bay,2017,02,23,19,50,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,04,01,11,00,Queen of Capilano,22
2,Departure Bay,Horseshoe Bay,2017,03,28,08,30,Queen of Oak Bay,110
3,Horseshoe Bay,Langdale,2017,02,27,18,50,Queen of Coquitlam,40
3,Horseshoe Bay,Langdale,2017,02,10,21,45,Queen of Surrey,38
3,Langdale,Horseshoe Bay,2017,03,20,14,45,Queen of Coquitlam,97
1,Swartz Bay,Tsawwassen,2017,04,16,15,00,Spirit of Vancouver Island,90
3,Langdale,Horseshoe Bay,2017,02,01,10,25,Queen of Surrey,45
30,Duke Point,Tsawwassen,2017,02,28,12,45,Queen of Alberni,119
1,Tsawwassen,Swartz Bay,2017,02,05,19,00,Coastal Renaissance,92
3,Horseshoe Bay,Langdale,2017,02,22,13,35,Queen of Surrey,39
1,Tsawwassen,Swartz Bay,2017,04,24,19,00,Spirit of British Columbia,92
8,Horseshoe Bay,Bowen Island,2017,04,14,12,00,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,02,18,15,00,Skeena Queen,50
30,Tsawwassen,Duke Point,2017,02,13,22,45,Coastal Inspiration,120
1,Tsawwassen,Swartz Bay,2017,04,03,19,00,Spirit of British Columbia,148
2,Horseshoe Bay,Departure Bay,2017,04,02,17,00,Queen of Cowichan,118
30,Tsawwassen,Duke Point,2017,03,09,12,45,Coastal Inspiration,119
1,Swartz Bay,Tsawwassen,2017,03,08,21,00,Coastal Renaissance,84
3,Langdale,Horseshoe Bay,2017,04,28,08,25,Queen of Surrey,39
2,Horseshoe Bay,Departure Bay,2017,03,14,10,30,Queen of Oak Bay,100
8,Horseshoe Bay,Bowen Island,2017,04,21,16,30,Queen of Capilano,43
3,Horseshoe Bay,Langdale,2017,02,07,10,25,Queen of Coquitlam,39
2,Horseshoe Bay,Departure Bay,2017,03,21,08,30,Queen of Cowichan,96
30,Tsawwassen,Duke Point,2017,04,22,15,15,Queen of Alberni,123
30,Duke Point,Tsawwassen,2017,03,03,20,15,Coastal Inspiration,123
1,Tsawwassen,Swartz Bay,2017,04,16,18,00,Coastal Celebration,96
1,Tsawwassen,Swartz Bay,2017,03,18,17,00,Spirit of Vancouver Island,96
8,Horseshoe Bay,Bowen Island,2017,03,16,14,25,Queen of Capilano,17
3,Langdale,Horseshoe Bay,2017,04,19,20,45,Queen of Surrey,41
8,Horseshoe Bay,Bowen Island,2017,04,19,14,25,Queen of Capilano,19
8,Horseshoe Bay,Bowen Island,2017,03,05,11,00,Queen of Capilano,20
3,Langdale,Horseshoe Bay,2017,03,16,18,50,Queen of Surrey,42
2,Departure Bay,Horseshoe Bay,2017,04,21,06,30,Queen of Cowichan,98
2,Horseshoe Bay,Departure Bay,2017,03,13,21,00,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,02,23,07,20,Queen of Coquitlam,36
30,Tsawwassen,Duke Point,2017,04,05,05,15,Queen of Alberni,123
30,Tsawwassen,Duke Point,2017,03,21,15,15,Queen of Alberni,121
2,Departure Bay,Horseshoe Bay,2017,03,18,15,00,Queen of Cowichan,94
8,Horseshoe Bay,Bowen Island,2017,04,13,14,25,Queen of Capilano,17
3,Langdale,Horseshoe Bay,2017,02,25,06,20,Queen of Surrey,38
3,Langdale,Horseshoe Bay,2017,04,25,14,45,Queen of Surrey,41
3,Langdale,Horseshoe Bay,2017,03,24,15,45,Island Sky,69
3,Horseshoe Bay,Langdale,2017,02,21,21,45,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2017,03,17,07,20,Queen of Surrey,38
2,Departure Bay,Horseshoe Bay,2017,02,02,15,00,Queen of Cowichan,98
1,Tsawwassen,Swartz Bay,2017,02,18,19,00,Coastal Renaissance,94
8,Horseshoe Bay,Bowen Island,2017,04,13,16,30,Queen of Capilano,36
1,Tsawwassen,Swartz Bay,2017,02,16,21,00,Coastal Celebration,138
30,Duke Point,Tsawwassen,2017,04,04,20,15,Coastal Inspiration,121
30,Duke Point,Tsawwassen,2017,03,21,15,15,Coastal Inspiration,133
4,Swartz Bay,Fulford Harbour,2017,02,27,21,00,Skeena Queen,28
1,Tsawwassen,Swartz Bay,2017,02,27,17,00,Coastal Celebration,96
4,Swartz Bay,Fulford Harbour,2017,03,11,13,00,Skeena Queen,36
3,Horseshoe Bay,Langdale,2017,03,06,07,20,Queen of Surrey,42
30,Duke Point,Tsawwassen,2017,04,02,20,15,Coastal Inspiration,127
4,Swartz Bay,Fulford Harbour,2017,03,09,21,00,Skeena Queen,38
3,Horseshoe Bay,Langdale,2017,03,10,16,50,Queen of Coquitlam,38
1,Tsawwassen,Swartz Bay,2017,02,27,07,00,Coastal Renaissance,92
1,Swartz Bay,Tsawwassen,2017,02,25,09,00,Coastal Renaissance,86
1,Swartz Bay,Tsawwassen,2017,02,03,09,00,Coastal Renaissance,96
30,Duke Point,Tsawwassen,2017,03,10,10,15,Coastal Inspiration,119
3,Langdale,Horseshoe Bay,2017,03,24,17,55,Island Sky,71
3,Langdale,Horseshoe Bay,2017,03,21,08,25,Queen of Coquitlam,51
1,Swartz Bay,Tsawwassen,2017,02,06,15,00,Coastal Celebration,94
3,Langdale,Horseshoe Bay,2017,02,24,08,25,Queen of Surrey,37
30,Tsawwassen,Duke Point,2017,02,07,20,15,Queen of New Westminster,123
2,Departure Bay,Horseshoe Bay,2017,02,17,12,30,Queen of Oak Bay,106
2,Horseshoe Bay,Departure Bay,2017,03,20,12,30,Queen of Cowichan,110
8,Horseshoe Bay,Bowen Island,2017,02,19,06,00,Queen of Capilano,30
3,Langdale,Horseshoe Bay,2017,02,04,10,25,Queen of Surrey,41
3,Horseshoe Bay,Langdale,2017,04,03,08,05,Island Sky,41
1,Swartz Bay,Tsawwassen,2017,03,24,12,00,Queen of New Westminster,80
2,Horseshoe Bay,Departure Bay,2017,02,05,19,00,Queen of Oak Bay,98
1,Swartz Bay,Tsawwassen,2017,03,05,13,00,Coastal Renaissance,88
3,Horseshoe Bay,Langdale,2017,04,30,21,45,Queen of Surrey,68
2,Departure Bay,Horseshoe Bay,2017,04,04,10,30,Queen of Cowichan,98
4,Swartz Bay,Fulford Harbour,2017,03,11,21,00,Skeena Queen,36
2,Horseshoe Bay,Departure Bay,2017,03,16,08,30,Queen of Cowichan,96
1,Swartz Bay,Tsawwassen,2017,02,11,21,00,Spirit of British Columbia,88
3,Langdale,Horseshoe Bay,2017,02,24,20,45,Queen of Surrey,37
1,Tsawwassen,Swartz Bay,2017,03,19,13,00,Spirit of Vancouver Island,94
1,Tsawwassen,Swartz Bay,2017,03,06,17,00,Coastal Celebration,90
2,Departure Bay,Horseshoe Bay,2017,04,24,06,30,Queen of Cowichan,96
3,Langdale,Horseshoe Bay,2017,02,15,12,35,Queen of Surrey,37
2,Horseshoe Bay,Departure Bay,2017,02,26,10,30,Queen of Oak Bay,100
3,Horseshoe Bay,Langdale,2017,02,14,07,20,Queen of Surrey,46
3,Horseshoe Bay,Langdale,2017,04,02,13,35,Queen of Coquitlam,37
2,Horseshoe Bay,Departure Bay,2017,04,26,08,30,Queen of Cowichan,98
30,Duke Point,Tsawwassen,2017,04,16,12,45,Queen of Alberni,117
3,Langdale,Horseshoe Bay,2017,02,10,20,45,Queen of Surrey,41
30,Duke Point,Tsawwassen,2017,04,12,12,45,Queen of Alberni,121
1,Tsawwassen,Swartz Bay,2017,04,22,07,00,Spirit of British Columbia,90
1,Swartz Bay,Tsawwassen,2017,04,13,14,00,Queen of New Westminster,88
2,Departure Bay,Horseshoe Bay,2017,03,26,12,30,Queen of Oak Bay,112
30,Tsawwassen,Duke Point,2017,03,28,22,45,Coastal Inspiration,124
4,Swartz Bay,Fulford Harbour,2017,02,03,11,00,Queen of Cumberland,30
3,Horseshoe Bay,Langdale,2017,02,15,21,45,Queen of Surrey,35
3,Langdale,Horseshoe Bay,2017,03,11,17,50,Queen of Coquitlam,36
1,Swartz Bay,Tsawwassen,2017,03,15,17,00,Spirit of British Columbia,94
8,Horseshoe Bay,Bowen Island,2017,02,28,08,00,Queen of Capilano,26
30,Duke Point,Tsawwassen,2017,04,29,17,45,Queen of Alberni,119
30,Tsawwassen,Duke Point,2017,04,15,17,45,Coastal Inspiration,127
8,Horseshoe Bay,Bowen Island,2017,02,14,14,25,Queen of Capilano,17
30,Tsawwassen,Duke Point,2017,04,23,12,45,Coastal Renaissance,115
8,Horseshoe Bay,Bowen Island,2017,04,01,14,25,Queen of Capilano,21
2,Departure Bay,Horseshoe Bay,2017,04,05,15,00,Queen of Cowichan,96
8,Horseshoe Bay,Bowen Island,2017,04,05,20,30,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,04,05,07,00,Queen of Capilano,16
3,Horseshoe Bay,Langdale,2017,02,10,07,20,Queen of Surrey,39
4,Swartz Bay,Fulford Harbour,2017,02,24,07,00,Skeena Queen,30
3,Horseshoe Bay,Langdale,2017,04,11,19,50,Queen of Surrey,44
30,Duke Point,Tsawwassen,2017,04,14,20,15,Coastal Inspiration,117
1,Tsawwassen,Swartz Bay,2017,02,28,09,00,Coastal Celebration,91
4,Swartz Bay,Fulford Harbour,2017,03,16,09,00,Skeena Queen,32
1,Swartz Bay,Tsawwassen,2017,03,15,11,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2017,02,13,07,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2017,03,12,09,25,Queen of Surrey,39
3,Horseshoe Bay,Langdale,2017,03,23,09,25,Queen of Coquitlam,65
4,Swartz Bay,Fulford Harbour,2017,04,26,21,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2017,03,10,21,00,Skeena Queen,32
3,Langdale,Horseshoe Bay,2017,02,21,07,20,Queen of Coquitlam,36
2,Departure Bay,Horseshoe Bay,2017,02,25,10,30,Queen of Cowichan,100
4,Swartz Bay,Fulford Harbour,2017,03,06,21,00,Skeena Queen,26
3,Langdale,Horseshoe Bay,2017,04,18,16,50,Queen of Surrey,96
4,Swartz Bay,Fulford Harbour,2017,04,19,11,00,Skeena Queen,34
1,Swartz Bay,Tsawwassen,2017,04,09,17,00,Spirit of British Columbia,90
30,Tsawwassen,Duke Point,2017,02,01,10,15,Queen of New Westminster,121
3,Langdale,Horseshoe Bay,2017,03,23,09,10,Island Sky,46
1,Tsawwassen,Swartz Bay,2017,03,03,07,00,Coastal Renaissance,92
1,Tsawwassen,Swartz Bay,2017,02,18,13,00,Coastal Celebration,110
30,Duke Point,Tsawwassen,2017,03,31,20,15,Coastal Inspiration,119
8,Horseshoe Bay,Bowen Island,2017,04,27,19,30,Queen of Capilano,20
8,Horseshoe Bay,Bowen Island,2017,02,04,17,30,Queen of Capilano,20
30,Tsawwassen,Duke Point,2017,02,20,20,15,Queen of Alberni,125
3,Horseshoe Bay,Langdale,2017,03,07,18,50,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,02,06,06,20,Queen of Surrey,38
1,Tsawwassen,Swartz Bay,2017,02,20,15,00,Coastal Renaissance,90
2,Horseshoe Bay,Departure Bay,2017,02,17,10,30,Queen of Oak Bay,102
2,Horseshoe Bay,Departure Bay,2017,03,04,21,00,Queen of Cowichan,98
2,Horseshoe Bay,Departure Bay,2017,03,01,08,30,Queen of Cowichan,100
8,Horseshoe Bay,Bowen Island,2017,04,29,18,30,Queen of Capilano,28
30,Tsawwassen,Duke Point,2017,03,21,12,45,Coastal Inspiration,121
30,Duke Point,Tsawwassen,2017,03,09,10,15,Coastal Inspiration,121
8,Horseshoe Bay,Bowen Island,2017,03,07,12,00,Queen of Capilano,82
8,Horseshoe Bay,Bowen Island,2017,04,08,09,00,Queen of Capilano,18
8,Horseshoe Bay,Bowen Island,2017,04,03,11,00,Queen of Capilano,24
1,Tsawwassen,Swartz Bay,2017,04,02,09,00,Coastal Renaissance,94
1,Tsawwassen,Swartz Bay,2017,04,23,21,00,Spirit of Vancouver Island,90
8,Horseshoe Bay,Bowen Island,2017,02,22,09,00,Queen of Capilano,30
8,Horseshoe Bay,Bowen Island,2017,04,15,06,00,Queen of Capilano,16
4,Swartz Bay,Fulford Harbour,2017,02,17,09,00,Skeena Queen,30
4,Swartz Bay,Fulford Harbour,2017,03,06,09,00,Skeena Queen,30
8,Horseshoe Bay,Bowen Island,2017,03,24,15,30,Queen of Capilano,18
30,Tsawwassen,Duke Point,2017,02,27,20,15,Queen of Alberni,123
2,Departure Bay,Horseshoe Bay,2017,04,10,10,30,Queen of Cowichan,104
8,Horseshoe Bay,Bowen Island,2017,04,17,11,00,Queen of Capilano,18
3,Horseshoe Bay,Langdale,2017,02,05,18,50,Queen of Coquitlam,38
2,Horseshoe Bay,Departure Bay,2017,02,26,15,00,Queen of Oak Bay,100
2,Departure Bay,Horseshoe Bay,2017,04,06,21,00,Queen of Oak Bay,108
3,Langdale,Horseshoe Bay,2017,03,26,10,25,Queen of Coquitlam,51
2,Departure Bay,Horseshoe Bay,2017,03,19,10,30,Queen of Cowichan,98
1,Tsawwassen,Swartz Bay,2017,02,21,17,00,Coastal Celebration,90
3,Langdale,Horseshoe Bay,2017,03,26,08,25,Queen of Coquitlam,45
30,Duke Point,Tsawwassen,2017,03,01,12,45,Queen of Alberni,123
8,Horseshoe Bay,Bowen Island,2017,03,28,12,00,Queen of Capilano,48
3,Langdale,Horseshoe Bay,2017,04,28,12,35,Queen of Surrey,47
3,Langdale,Horseshoe Bay,2017,02,16,12,35,Queen of Surrey,41
4,Swartz Bay,Fulford Harbour,2017,02,19,15,00,Skeena Queen,32
1,Tsawwassen,Swartz Bay,2017,02,17,11,00,Coastal Renaissance,94
1,Tsawwassen,Swartz Bay,2017,02,03,17,00,Coastal Celebration,88
3,Horseshoe Bay,Langdale,2017,03,25,19,05,Island Sky,71
1,Tsawwassen,Swartz Bay,2017,02,06,21,00,Coastal Celebration,90
30,Tsawwassen,Duke Point,2017,02,23,05,15,Queen of Alberni,119
3,Horseshoe Bay,Langdale,2017,03,24,07,20,Queen of Coquitlam,40
8,Horseshoe Bay,Bowen Island,2017,04,28,07,00,Queen of Capilano,16
2,Horseshoe Bay,Departure Bay,2017,03,18,12,30,Queen of Cowichan,104
3,Horseshoe Bay,Langdale,2017,03,10,07,20,Queen of Surrey,36
3,Horseshoe Bay,Langdale,2017,03,06,18,50,Queen of Coquitlam,38
8,Horseshoe Bay,Bowen Island,2017,02,16,09,00,Queen of Capilano,28
4,Swartz Bay,Fulford Harbour,2017,02,18,13,00,Skeena Queen,46
30,Tsawwassen,Duke Point,2017,02,19,15,15,Queen of Alberni,117
3,Horseshoe Bay,Langdale,2017,03,06,19,50,Queen of Surrey,40
1,Swartz Bay,Tsawwassen,2017,02,05,17,00,Coastal Renaissance,88
2,Horseshoe Bay,Departure Bay,2017,03,20,10,30,Queen of Oak Bay,104
30,Duke Point,Tsawwassen,2017,04,21,05,15,Coastal Renaissance,121
8,Horseshoe Bay,Bowen Island,2017,02,14,17,30,Queen of Capilano,36
30,Tsawwassen,Duke Point,2017,02,22,22,45,Coastal Inspiration,120
1,Swartz Bay,Tsawwassen,2017,04,13,17,00,Spirit of British Columbia,88
3,Horseshoe Bay,Langdale,2017,04,26,21,45,Queen of Surrey,51
4,Swartz Bay,Fulford Harbour,2017,03,24,13,00,Skeena Queen,32
1,Tsawwassen,Swartz Bay,2017,04,10,15,00,Spirit of British Columbia,98
2,Horseshoe Bay,Departure Bay,2017,02,18,08,30,Queen of Cowichan,116
8,Horseshoe Bay,Bowen Island,2017,02,02,08,00,Queen of Capilano,32
2,Horseshoe Bay,Departure Bay,2017,04,13,17,00,Coastal Renaissance,108
3,Horseshoe Bay,Langdale,2017,03,01,06,20,Queen of Coquitlam,37
30,Tsawwassen,Duke Point,2017,03,06,05,15,Queen of Alberni,121
2,Departure Bay,Horseshoe Bay,2017,04,01,15,00,Queen of Cowichan,96
4,Swartz Bay,Fulford Harbour,2017,02,27,07,00,Skeena Queen,28
30,Tsawwassen,Duke Point,2017,03,10,05,15,Queen of Alberni,119
3,Langdale,Horseshoe Bay,2017,03,23,15,45,Island Sky,71
4,Swartz Bay,Fulford Harbour,2017,04,20,21,00,Skeena Queen,24
3,Horseshoe Bay,Langdale,2017,02,09,12,30,Queen of Coquitlam,38
1,Tsawwassen,Swartz Bay,2017,02,23,15,00,Coastal Renaissance,92
8,Horseshoe Bay,Bowen Island,2017,02,10,17,30,Queen of Capilano,24
30,Tsawwassen,Duke Point,2017,03,22,20,15,Queen of Alberni,121
3,Langdale,Horseshoe Bay,2017,02,01,11,25,Queen of Coquitlam,35
1,Tsawwassen,Swartz Bay,2017,02,05,13,00,Coastal Celebration,112
3,Langdale,Horseshoe Bay,2017,04,26,20,45,Queen of Surrey,59
1,Swartz Bay,Tsawwassen,2017,04,04,21,00,Spirit of British Columbia,82
3,Horseshoe Bay,Langdale,2017,02,17,07,20,Queen of Surrey,42
3,Horseshoe Bay,Langdale,2017,03,30,14,35,Island Sky,77
30,Tsawwassen,Duke Point,2017,03,03,17,45,Coastal Inspiration,117
3,Langdale,Horseshoe Bay,2017,02,17,18,50,Queen of Surrey,38
1,Tsawwassen,Swartz Bay,2017,04,26,15,00,Spirit of British Columbia,102
4,Swartz Bay,Fulford Harbour,2017,04,29,09,00,Skeena Queen,32
3,Horseshoe Bay,Langdale,2017,03,13,11,30,Queen of Surrey,48
3,Langdale,Horseshoe Bay,2017,03,06,20,45,Queen of Surrey,39
2,Departure Bay,Horseshoe Bay,2017,03,18,06,30,Queen of Cowichan,94
8,Horseshoe Bay,Bowen Island,2017,02,15,21,30,Queen of Capilano,18
4,Swartz Bay,Fulford Harbour,2017,04,16,17,00,Skeena Queen,32
1,Swartz Bay,Tsawwassen,2017,03,26,20,00,Queen of New Westminster,94
1,Swartz Bay,Tsawwassen,2017,02,08,07,00,Coastal Celebration,90
1,Swartz Bay,Tsawwassen,2017,02,26,13,00,Coastal Renaissance,90
8,Horseshoe Bay,Bowen Island,2017,03,19,12,00,Queen of Capilano,24
30,Duke Point,Tsawwassen,2017,04,09,15,15,Coastal Inspiration,125
3,Horseshoe Bay,Langdale,2017,02,09,08,20,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,02,28,13,35,Queen of Coquitlam,39
3,Langdale,Horseshoe Bay,2017,03,05,20,45,Queen of Surrey,39
2,Horseshoe Bay,Departure Bay,2017,04,03,08,30,Queen of Cowichan,94
8,Horseshoe Bay,Bowen Island,2017,03,17,19,30,Queen of Capilano,22
3,Horseshoe Bay,Langdale,2017,03,23,14,35,Island Sky,75
8,Horseshoe Bay,Bowen Island,2017,04,15,20,30,Queen of Capilano,17
4,Swartz Bay,Fulford Harbour,2017,03,24,17,00,Skeena Queen,40
1,Swartz Bay,Tsawwassen,2017,04,14,11,00,Spirit of Vancouver Island,90
3,Langdale,Horseshoe Bay,2017,04,03,15,45,Island Sky,49
1,Swartz Bay,Tsawwassen,2017,04,14,15,00,Spirit of Vancouver Island,84
3,Horseshoe Bay,Langdale,2017,02,25,16,50,Queen of Coquitlam,38
3,Langdale,Horseshoe Bay,2017,03,16,11,25,Queen of Coquitlam,37
3,Langdale,Horseshoe Bay,2017,03,29,13,30,Island Sky,52
2,Horseshoe Bay,Departure Bay,2017,03,03,21,00,Queen of Cowichan,98
1,Swartz Bay,Tsawwassen,2017,02,16,07,00,Coastal Celebration,88
8,Horseshoe Bay,Bowen Island,2017,04,16,16,30,Queen of Capilano,48
8,Horseshoe Bay,Bowen Island,2017,04,04,08,00,Queen of Capilano,23
8,Horseshoe Bay,Bowen Island,2017,02,04,16,30,Queen of Capilano,18
3,Langdale,Horseshoe Bay,2017,04,23,14,45,Queen of Surrey,41
1,Tsawwassen,Swartz Bay,2017,03,14,19,00,Spirit of British Columbia,168
30,Duke Point,Tsawwassen,2017,04,13,22,45,Queen of Alberni,120
2,Departure Bay,Horseshoe Bay,2017,04,09,10,30,Queen of Cowichan,94
3,Horseshoe Bay,Langdale,2017,03,16,07,20,Queen of Surrey,40
8,Horseshoe Bay,Bowen Island,2017,04,24,16,30,Queen of Capilano,24
30,Duke Point,Tsawwassen,2017,02,10,12,45,Queen of New Westminster,111
4,Swartz Bay,Fulford Harbour,2017,02,15,11,00,Skeena Queen,30
30,Tsawwassen,Duke Point,2017,04,17,07,45,Coastal Inspiration,121
1,Tsawwassen,Swartz Bay,2017,04,04,07,00,Spirit of British Columbia,92
30,Duke Point,Tsawwassen,2017,02,13,22,45,Queen of Alberni,120
1,Tsawwassen,Swartz Bay,2017,04,09,09,00,Spirit of Vancouver Island,92
8,Horseshoe Bay,Bowen Island,2017,04,03,06,00,Queen of Capilano,16
3,Horseshoe Bay,Langdale,2017,02,17,09,25,Queen of Surrey,45
2,Departure Bay,Horseshoe Bay,2017,03,30,12,30,Queen of Oak Bay,114
2,Horseshoe Bay,Departure Bay,2017,04,17,08,30,Coastal Renaissance,100
3,Horseshoe Bay,Langdale,2017,03,24,15,50,Queen of Coquitlam,72
3,Langdale,Horseshoe Bay,2017,03,19,19,50,Queen of Coquitlam,40
3,Langdale,Horseshoe Bay,2017,02,04,09,25,Queen of Coquitlam,37
4,Swartz Bay,Fulford Harbour,2017,03,28,13,00,Skeena Queen,34
2,Departure Bay,Horseshoe Bay,2017,02,25,19,00,Queen of Cowichan,96
8,Horseshoe Bay,Bowen Island,2017,03,28,21,30,Queen of Capilano,14
8,Horseshoe Bay,Bowen Island,2017,03,04,09,00,Queen of Capilano,22
3,Langdale,Horseshoe Bay,2017,03,28,10,25,Queen of Coquitlam,49
30,Tsawwassen,Duke Point,2017,02,23,07,45,Coastal Inspiration,119
3,Langdale,Horseshoe Bay,2017,03,27,20,45,Queen of Coquitlam,51
2,Horseshoe Bay,Departure Bay,2017,02,20,19,00,Queen of Oak Bay,96
8,Horseshoe Bay,Bowen Island,2017,02,09,09,00,Queen of Capilano,24
3,Langdale,Horseshoe Bay,2017,03,07,12,35,Queen of Surrey,39
8,Horseshoe Bay,Bowen Island,2017,04,29,09,00,Queen of Capilano,20
1,Tsawwassen,Swartz Bay,2017,02,02,19,00,Coastal Renaissance,88
2,Departure Bay,Horseshoe Bay,2017,03,10,19,00,Queen of Cowichan,106
4,Swartz Bay,Fulford Harbour,2017,02,15,07,00,Skeena Queen,36
30,Tsawwassen,Duke Point,2017,04,07,12,45,Coastal Inspiration,129
1,Tsawwassen,Swartz Bay,2017,02,04,13,00,Coastal Celebration,94
30,Duke Point,Tsawwassen,2017,02,17,10,15,Coastal Inspiration,119
1,Tsawwassen,Swartz Bay,2017,02,17,17,00,Coastal Celebration,90
3,Horseshoe Bay,Langdale,2017,02,10,06,20,Queen of Coquitlam,38
2,Departure Bay,Horseshoe Bay,2017,02,22,15,00,Queen of Cowichan,98
8,Horseshoe Bay,Bowen Island,2017,02,07,10,00,Queen of Capilano,24
8,Horseshoe Bay,Bowen Island,2017,02,22,10,00,Queen of Capilano,32
2,Departure Bay,Horseshoe Bay,2017,02,12,21,00,Queen of Oak Bay,108
30,Tsawwassen,Duke Point,2017,03,25,10,15,Queen of Alberni,118
8,Horseshoe Bay,Bowen Island,2017,03,02,19,30,Queen of Capilano,41
30,Duke Point,Tsawwassen,2017,04,19,22,45,Queen of Alberni,120
1,Swartz Bay,Tsawwassen,2017,02,02,07,00,Coastal Celebration,92
30,Duke Point,Tsawwassen,2017,02,03,12,45,Queen of New Westminster,125
2,Departure Bay,Horseshoe Bay,2017,02,19,12,30,Queen of Oak Bay,110
2,Horseshoe Bay,Departure Bay,2017,04,29,08,30,Queen of Cowichan,102
4,Swartz Bay,Fulford Harbour,2017,04,30,09,00,Skeena Queen,34
